source_id,canonical_id,cell,status,role,mechanism_claims,effect_claims
ADD-2608.27808,WF-0338,L2.V,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L2.F,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L3.W,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L3.P,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L3.R,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L3.U,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L3.V,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L3.F,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L4.W,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L4.P,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L4.R,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L4.U,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L4.V,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L4.F,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L5.W,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L5.P,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L5.R,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L5.U,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L5.V,unassessed,component_diagnostic,,
ADD-2608.27808,WF-0338,L5.F,unassessed,component_diagnostic,,
ADD-2608.29596,ADD-2608.29596,L1.W,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L1.P,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L1.R,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L1.U,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L1.V,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L1.F,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L2.W,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L2.P,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L2.R,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L2.U,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L2.V,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L2.F,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L3.W,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L3.P,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L3.R,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L3.U,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L3.V,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L3.F,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L4.W,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L4.P,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L4.R,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L4.U,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L4.V,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L4.F,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L5.W,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L5.P,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L5.R,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L5.U,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L5.V,unassessed,secondary_context,,
ADD-2608.29596,ADD-2608.29596,L5.F,unassessed,secondary_context,,
ADD-2609.00048,ADD-2609.00048,L1.W,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L1.P,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L1.R,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L1.U,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L1.V,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L1.F,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L2.W,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L2.P,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L2.R,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L2.U,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L2.V,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L2.F,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L3.W,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L3.P,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L3.R,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L3.U,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L3.V,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L3.F,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L4.W,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L4.P,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L4.R,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L4.U,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L4.V,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L4.F,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L5.W,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L5.P,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L5.R,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L5.U,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L5.V,unassessed,infrastructure_context,,
ADD-2609.00048,ADD-2609.00048,L5.F,unassessed,infrastructure_context,,
ADD-2609.02057,ADD-2609.02057,L1.W,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L1.P,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L1.R,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L1.U,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L1.V,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L1.F,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L2.W,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L2.P,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L2.R,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L2.U,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L2.V,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L2.F,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L3.W,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L3.P,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L3.R,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L3.U,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L3.V,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L3.F,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L4.W,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L4.P,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L4.R,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L4.U,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L4.V,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L4.F,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L5.W,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L5.P,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L5.R,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L5.U,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L5.V,unassessed,component_diagnostic,,
ADD-2609.02057,ADD-2609.02057,L5.F,unassessed,component_diagnostic,,
ADD-2609.04869,ADD-2609.04869,L1.W,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L1.P,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L1.R,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L1.U,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L1.V,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L1.F,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L2.W,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L2.P,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L2.R,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L2.U,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L2.V,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L2.F,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L3.W,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L3.P,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L3.R,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L3.U,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L3.V,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L3.F,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L4.W,present,primary_mechanism,PC-038,
ADD-2609.04869,ADD-2609.04869,L4.P,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L4.R,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L4.U,present,primary_mechanism,PC-038,
ADD-2609.04869,ADD-2609.04869,L4.V,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L4.F,present,primary_mechanism,PC-038,
ADD-2609.04869,ADD-2609.04869,L5.W,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L5.P,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L5.R,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L5.U,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L5.V,unassessed,primary_mechanism,,
ADD-2609.04869,ADD-2609.04869,L5.F,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L1.W,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L1.P,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L1.R,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L1.U,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L1.V,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L1.F,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L2.W,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L2.P,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L2.R,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L2.U,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L2.V,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L2.F,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L3.W,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L3.P,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L3.R,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L3.U,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L3.V,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L3.F,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L4.W,present,primary_mechanism,PC-034,
ADD-AWM,ADD-AWM,L4.P,present,primary_mechanism,PC-034,
ADD-AWM,ADD-AWM,L4.R,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L4.U,present,primary_mechanism,PC-034,
ADD-AWM,ADD-AWM,L4.V,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L4.F,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L5.W,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L5.P,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L5.R,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L5.U,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L5.V,unassessed,primary_mechanism,,
ADD-AWM,ADD-AWM,L5.F,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L1.W,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L1.P,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L1.R,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L1.U,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L1.V,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L1.F,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L2.W,present,primary_mechanism,PC-042,
ADD-AppAgent,ADD-AppAgent,L2.P,present,primary_mechanism,PC-042,
ADD-AppAgent,ADD-AppAgent,L2.R,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L2.U,present,primary_mechanism,PC-042,
ADD-AppAgent,ADD-AppAgent,L2.V,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L2.F,present,primary_mechanism,PC-042,
ADD-AppAgent,ADD-AppAgent,L3.W,present,primary_mechanism,PC-043,
ADD-AppAgent,ADD-AppAgent,L3.P,present,primary_mechanism,PC-043,
ADD-AppAgent,ADD-AppAgent,L3.R,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L3.U,present,primary_mechanism,PC-043,
ADD-AppAgent,ADD-AppAgent,L3.V,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L3.F,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L4.W,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L4.P,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L4.R,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L4.U,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L4.V,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L4.F,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L5.W,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L5.P,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L5.R,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L5.U,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L5.V,unassessed,primary_mechanism,,
ADD-AppAgent,ADD-AppAgent,L5.F,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L1.W,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L1.P,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L1.R,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L1.U,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L1.V,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L1.F,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L2.W,present,primary_mechanism,PC-037,
ADD-AutoDroid,ADD-AutoDroid,L2.P,present,primary_mechanism,PC-037,
ADD-AutoDroid,ADD-AutoDroid,L2.R,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L2.U,present,primary_mechanism,PC-037,
ADD-AutoDroid,ADD-AutoDroid,L2.V,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L2.F,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L3.W,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L3.P,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L3.R,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L3.U,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L3.V,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L3.F,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L4.W,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L4.P,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L4.R,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L4.U,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L4.V,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L4.F,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L5.W,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L5.P,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L5.R,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L5.U,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L5.V,unassessed,primary_mechanism,,
ADD-AutoDroid,ADD-AutoDroid,L5.F,unassessed,primary_mechanism,,
ADD-MemoryAge,ADD-MemoryAge,L1.W,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L1.P,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L1.R,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L1.U,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L1.V,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L1.F,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L2.W,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L2.P,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L2.R,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L2.U,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L2.V,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L2.F,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L3.W,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L3.P,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L3.R,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L3.U,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L3.V,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L3.F,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L4.W,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L4.P,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L4.R,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L4.U,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L4.V,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L4.F,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L5.W,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L5.P,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L5.R,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L5.U,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L5.V,unassessed,secondary_context,,
ADD-MemoryAge,ADD-MemoryAge,L5.F,unassessed,secondary_context,,
ADD-ReasoningBank,ADD-ReasoningBank,L1.W,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L1.P,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L1.R,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L1.U,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L1.V,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L1.F,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L2.W,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L2.P,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L2.R,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L2.U,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L2.V,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L2.F,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L3.W,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L3.P,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L3.R,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L3.U,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L3.V,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L3.F,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L4.W,present,primary_mechanism,PC-035,
ADD-ReasoningBank,ADD-ReasoningBank,L4.P,present,primary_mechanism,PC-035,
ADD-ReasoningBank,ADD-ReasoningBank,L4.R,present,primary_mechanism,PC-035,
ADD-ReasoningBank,ADD-ReasoningBank,L4.U,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L4.V,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L4.F,present,primary_mechanism,PC-035,
ADD-ReasoningBank,ADD-ReasoningBank,L5.W,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L5.P,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L5.R,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L5.U,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L5.V,unassessed,primary_mechanism,,
ADD-ReasoningBank,ADD-ReasoningBank,L5.F,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L1.W,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L1.P,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L1.R,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L1.U,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L1.V,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L1.F,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L2.W,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L2.P,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L2.R,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L2.U,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L2.V,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L2.F,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L3.W,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L3.P,present,primary_mechanism,PC-041,
ADD-Synapse,WF-0488,L3.R,present,primary_mechanism,PC-041,
ADD-Synapse,WF-0488,L3.U,present,primary_mechanism,PC-041,
ADD-Synapse,WF-0488,L3.V,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L3.F,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L4.W,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L4.P,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L4.R,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L4.U,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L4.V,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L4.F,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L5.W,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L5.P,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L5.R,unassessed,primary_mechanism,,
